loan_amount,term,int_rate,installment,applicant,loan_length,home_ownership,annual_income,state
10000,"60 months",9.9999,99.9999,BANKER,"2 years",MORTGAGE,45000,NY
14700,"36 months",9.9999,99.9999,"Revenue officer","5 years",MORTGAGE,71683,CA
8500,"36 months",9.9999,99.9999,"""",n/a,OWN,48000,WI
19000,"60 months",8.1900,99.9999,"Senior Developer","1 year",MORTGAGE,58000,KS
15000,"60 months",9.9999,99.9999,"Office Manager","1 year",RENT,40000,OK
21300,"60 months",9.9999,99.9999,"Mechanic A","10+ years",MORTGAGE,120000,NY
40000,"36 months",6.4600,99.9999,"""","< 1 year",MORTGAGE,180000,CA
9000,"36 months",5.0000,99.9999,CFO,"2 years",MORTGAGE,87000,OH
4175,"36 months",6.4600,99.9999,"Court Processing Assistant II","3 years",RENT,51763,CA
10000,"36 months",9.9999,99.9999,forklift,"10+ years",MORTGAGE,75000,CA
10025,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,54000,GA
22000,"36 months",8.8100,99.9999,"Senior Writer and Project Mana","< 1 year",RENT,70000,NY
24000,"60 months",9.9999,99.9999,"Teachers assitant","2 years",MORTGAGE,15000,NY
18000,"36 months",9.9999,99.9999,"graphics system operator","10+ years",OWN,44000,SC
3600,"36 months",9.9999,99.9999,"""",n/a,RENT,52392,TN
13200,"36 months",9.9999,99.9999,"Athletic Trainer","10+ years",MORTGAGE,60000,HI
36000,"60 months",9.9999,99.9999,"Lead assistant","10+ years",MORTGAGE,40000,OH
3300,"36 months",9.9999,99.9999,"Traffic Coordinator","10+ years",MORTGAGE,40000,NY
25000,"60 months",9.9999,99.9999,"Command Sergeant Major","10+ years",MORTGAGE,117000,TN
12000,"36 months",9.9999,99.9999,"Project Manager","4 years",RENT,80000,AL
12025,"36 months",9.9999,99.9999,supervisor,"10+ years",RENT,142000,MI
25000,"36 months",6.4600,99.9999,"VP Sales","3 years",RENT,135000,MO
12000,"60 months",9.9999,99.9999,"IT Service Desk Technician II","< 1 year",RENT,54000,CA
16000,"36 months",9.9999,99.9999,Engineer,"5 years",RENT,78000,MA
24000,"36 months",8.8100,99.9999,Sales,"10+ years",OWN,80000,TX
32000,"36 months",5.0000,99.9999,"Truck driver","5 years",MORTGAGE,100000,TX
30000,"36 months",5.0000,99.9999,"Systems Engineer II","9 years",RENT,115000,CA
10000,"36 months",9.9999,99.9999,"""",n/a,RENT,25000,MS
5625,"36 months",9.9999,99.9999,"Assistant Director","10+ years",MORTGAGE,33500,WI
30000,"60 months",9.9999,99.9999,"Computer Scientist","10+ years",MORTGAGE,127000,UT
30000,"60 months",9.9999,99.9999,"Electronics Supervisor","6 years",MORTGAGE,92000,UT
15000,"60 months",9.9999,99.9999,"""",n/a,RENT,100000,NY
13500,"60 months",9.9999,99.9999,"Personal banker","4 years",RENT,40000,NY
10000,"60 months",9.9999,99.9999,"Patient service representive","10+ years",OWN,36000,UT
21000,"60 months",9.9999,99.9999,"Staff Software Engineer","1 year",RENT,216000,NY
12000,"36 months",8.8100,99.9999,"Head of Acquisitions","2 years",OWN,70000,FL
1600,"36 months",9.9999,59.4000,"""","< 1 year",MORTGAGE,55000,FL
18000,"36 months",9.9999,99.9999,"Registered Nurse","4 years",RENT,80000,NJ
10000,"60 months",9.9999,99.9999,""Manager"," Oracle Financials"","10+ years",0,ho
15000,"60 months",9.9999,99.9999,MA,"1 year",MORTGAGE,26800,MO
10000,"36 months",5.0000,99.9999,manager,"10+ years",MORTGAGE,80000,PA
10000,"36 months",9.9999,99.9999,Driver,"5 years",MORTGAGE,125000,TN
10000,"36 months",6.4600,99.9999,"pharmacy tech","10+ years",MORTGAGE,35000,PA
30000,"36 months",9.9999,99.9999,"Specialty Welder","5 years",MORTGAGE,130000,OK
1650,"36 months",8.8100,52.3300,"Pet stylist","4 years",RENT,39000,CA
30000,"36 months",9.9999,99.9999,"Fire Engineer","10+ years",MORTGAGE,220000,CA
10000,"36 months",9.9999,99.9999,"Purchasing Coordinator","10+ years",MORTGAGE,52000,AL
2000,"36 months",9.9999,69.3600,Carpenter,"1 year",RENT,56000,FL
5000,"36 months",8.8100,99.9999,"Retail Associate Manager","< 1 year",MORTGAGE,56000,PA
7000,"36 months",6.4600,99.9999,"Purchasing Project Manager","1 year",MORTGAGE,108000,NY
10000,"36 months",5.0000,99.9999,""lab scientist","dept supervisor"","10+ years",0,cr
5000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,38400,NV
10000,"36 months",8.1900,99.9999,"Operations Manager","8 years",OWN,49000,NC
40000,"36 months",9.9999,99.9999,"Manager assisten","1 year",RENT,50000,FL
10000,"36 months",8.1900,99.9999,secretary,"10+ years",MORTGAGE,35000,NJ
12000,"36 months",6.4600,99.9999,"Security systems engineer","3 years",MORTGAGE,75000,OH
6000,"36 months",9.9999,99.9999,"""",n/a,OWN,36536,VA
1000,"36 months",9.9999,37.1300,"direct support professional","10+ years",OWN,35000,PA
35000,"36 months",6.4600,99.9999,Manager,"7 years",MORTGAGE,200000,CT
6000,"36 months",9.9999,99.9999,"Payment Benefit Specialist","4 years",MORTGAGE,85500,IN
35000,"36 months",9.9999,99.9999,Engineer-Trainman,"10+ years",MORTGAGE,100000,MO
29000,"60 months",9.9999,99.9999,"Case Manager","3 years",RENT,40000,PA
1200,"36 months",9.9999,41.6200,"industrial mechanic","10+ years",MORTGAGE,64000,LA
25000,"36 months",7.5600,99.9999,"""","< 1 year",OWN,100000,OH
25500,"60 months",9.9999,99.9999,"Strategic Account Manager","< 1 year",RENT,80000,CA
30000,"36 months",9.9999,99.9999,"Executive Manager","6 years",RENT,36000,LA
40000,"60 months",8.1900,99.9999,"Accounts Receivable","1 year",RENT,111000,TX
32000,"36 months",6.1100,99.9999,"Resident Physician","< 1 year",RENT,180000,MA
4800,"36 months",9.9999,99.9999,"Music Director","10+ years",RENT,50000,IL
12000,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,76000,TX
12000,"36 months",9.9999,99.9999,"Database Administrator","4 years",RENT,90000,OH
6000,"36 months",7.5600,99.9999,"Industrial Cleaner","5 years",RENT,47500,FL
20000,"36 months",6.4600,99.9999,"""","< 1 year",RENT,34000,FL
9600,"36 months",8.1900,99.9999,Driver,"10+ years",RENT,90000,MA
24000,"36 months",7.5600,99.9999,Attorney,"4 years",RENT,55000,OK
6000,"36 months",9.9999,99.9999,Baker,"10+ years",RENT,40000,OR
7000,"36 months",6.4600,99.9999,Waitress,"3 years",RENT,30000,TX
5500,"36 months",9.9999,99.9999,"Branch manager","2 years",MORTGAGE,150000,NJ
4000,"36 months",8.1900,99.9999,"Technical Inspector","5 years",MORTGAGE,60000,TX
1000,"36 months",9.9999,38.9200,"Accounts Payable Clerk","10+ years",RENT,48000,MI
11000,"36 months",6.4600,99.9999,"Interventional Radiology Techn","8 years",RENT,56000,WI
10000,"36 months",9.9999,99.9999,"Social worker","2 years",RENT,37000,TX
10000,"36 months",8.1900,99.9999,"Sp. Ed. Billingual Support Ass","10+ years",MORTGAGE,34000,CA
20000,"60 months",9.9999,99.9999,"""","< 1 year",OWN,80000,FL
21000,"60 months",9.9999,99.9999,"Medical assistant","10+ years",MORTGAGE,72500,CA
7000,"36 months",9.9999,99.9999,"Accounting Admin.","3 years",RENT,54080,NV
26400,"60 months",9.9999,99.9999,Mechanic,"10+ years",MORTGAGE,130000,MA
10000,"60 months",9.9999,99.9999,"Nurse Practitioner","2 years",RENT,160000,HI
13000,"60 months",9.9999,99.9999,"Regulatory Specialist","5 years",RENT,105331,CA
10000,"36 months",7.5600,99.9999,housekepping,"10+ years",MORTGAGE,40000,NV
16400,"60 months",9.9999,99.9999,"Route manager","8 years",MORTGAGE,72000,OH
10000,"36 months",7.5600,99.9999,""Member of Technical Staff"," Senior"","5 years",0,cr
10700,"36 months",9.9999,99.9999,"Police officer","4 years",MORTGAGE,68000,IL
17000,"36 months",9.9999,99.9999,MANAGER,"10+ years",RENT,50000,NY
4000,"36 months",9.9999,99.9999,"Quality Technician","4 years",MORTGAGE,60682,SC
9600,"36 months",7.5600,99.9999,Manager,"10+ years",OWN,97500,CA
7500,"36 months",9.9999,99.9999,"Sr. Claim and Large Loss Speci","4 years",RENT,91000,MO
12000,"60 months",9.9999,99.9999,"Training Specialist","4 years",RENT,37424,AR
12000,"36 months",9.9999,99.9999,cook,"1 year",RENT,25000,CA
8000,"36 months",9.9999,99.9999,Paralegal,"8 years",MORTGAGE,50000,UT
15000,"60 months",9.9999,99.9999,"Case Manager","10+ years",MORTGAGE,53000,MO
15000,"36 months",9.9999,99.9999,assembler,"3 years",RENT,40000,MA
10000,"60 months",9.9999,99.9999,"Ass't Teacher","10+ years",MORTGAGE,35000,OH
6000,"36 months",9.9999,99.9999,"Executive Assistant","5 years",RENT,82000,CA
11500,"36 months",7.5600,99.9999,"Industrial Design Engineer","< 1 year",RENT,61000,NY
1600,"36 months",8.8100,50.7400,"Mosquito control","4 years",RENT,60000,FL
35000,"60 months",9.9999,99.9999,""Vice President"," Analytics"","8 years",0,cr
11500,"60 months",9.9999,99.9999,Supervisor,"< 1 year",MORTGAGE,70000,FL
3000,"36 months",9.9999,99.9999,"ekg tech","10+ years",RENT,60000,MN
20000,"36 months",7.5600,99.9999,"Technical Leader","6 years",MORTGAGE,110000,MI
15000,"36 months",6.4600,99.9999,"""","< 1 year",MORTGAGE,100000,NJ
4000,"36 months",8.1900,99.9999,"Content marketing manager","3 years",RENT,59000,CA
24000,"36 months",7.5600,99.9999,"""","< 1 year",MORTGAGE,75000,KY
35000,"60 months",9.9999,99.9999,"Account Payable Asst Manager","9 years",RENT,68000,NY
35000,"36 months",9.9999,99.9999,"Insurance Manager","10+ years",MORTGAGE,120000,CA
2150,"36 months",9.9999,74.5600,"Administrative Assistant","10+ years",OWN,38000,MI
5000,"36 months",8.8100,99.9999,"Electrician Apprentice","4 years",RENT,85000,HI
10000,"60 months",9.9999,99.9999,"Outsource Receivable","2 years",MORTGAGE,50000,CT
12000,"60 months",9.9999,99.9999,"weld specialist","8 years",MORTGAGE,75000,WA
30000,"60 months",8.1900,99.9999,"Director Americas","6 years",MORTGAGE,270000,TX
12000,"60 months",9.9999,99.9999,"Loan Consultant","5 years",OWN,130000,NC
28000,"60 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,78000,WI
18000,"60 months",9.9999,99.9999,"Purchasing Manager","10+ years",OWN,40000,CA
25000,"60 months",9.9999,99.9999,"Special Projects Coordinator","10+ years",RENT,56000,TX
10000,"36 months",9.9999,99.9999,"Mission payload Engineer","5 years",MORTGAGE,103000,CO
25000,"36 months",8.1900,99.9999,Driver,"5 years",RENT,45000,CA
21000,"60 months",9.9999,99.9999,"Registered nurse","10+ years",MORTGAGE,70000,KY
10000,"36 months",9.9999,99.9999,buyer,"5 years",RENT,50000,CA
5000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,20000,MI
32000,"36 months",6.4600,99.9999,"Senior Director","4 years",RENT,240000,CA
36000,"60 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,140000,NY
20000,"36 months",8.8100,99.9999,CPA,"5 years",MORTGAGE,150000,OH
30000,"36 months",9.9999,99.9999,"Financial and Operations Admin","10+ years",RENT,110000,CA
2000,"36 months",9.9999,66.2400,Analyst,"10+ years",MORTGAGE,139000,WA
10000,"36 months",9.9999,99.9999,Manager,"7 years",OWN,60000,MN
15525,"36 months",9.9999,99.9999,"SAFETY ADVOCATE","10+ years",MORTGAGE,85000,OH
20000,"60 months",9.9999,99.9999,"Chief Petty Officer","10+ years",MORTGAGE,98000,VA
18825,"36 months",9.9999,99.9999,Nurse,"8 years",RENT,78000,MA
10000,"36 months",9.9999,99.9999,Electrican,"5 years",RENT,45000,IL
30000,"60 months",9.9999,99.9999,"Assembly specialist","4 years",MORTGAGE,130000,TX
15000,"60 months",9.9999,99.9999,"Legal secretary","2 years",MORTGAGE,48000,KS
24000,"60 months",9.9999,99.9999,"Senior Manager End User Servic","5 years",MORTGAGE,120000,FL
2500,"36 months",9.9999,81.0600,"Course Director/Professor","9 years",RENT,72000,FL
17000,"60 months",9.9999,99.9999,"Export Compliance Officer","1 year",RENT,85000,CA
20000,"60 months",8.1900,99.9999,"Leasing Specialist","< 1 year",RENT,50000,RI
8000,"36 months",8.1900,99.9999,"Air Driver","10+ years",MORTGAGE,65000,MO
16000,"60 months",9.9999,99.9999,"H&S INSPECTOR","8 years",RENT,88000,NY
1500,"36 months",9.9999,50.9500,"Investigative Assistant","10+ years",RENT,58000,MI
4900,"36 months",9.9999,99.9999,"Speech-Language Pathologist","6 years",RENT,60500,MI
18000,"60 months",9.9999,99.9999,"Dept Manager","10+ years",MORTGAGE,70000,NY
30000,"60 months",9.9999,99.9999,"order selector","10+ years",MORTGAGE,70000,SC
10000,"36 months",9.9999,99.9999,"risk officer","10+ years",MORTGAGE,180000,GA
15000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,36024,OR
20000,"36 months",6.4600,99.9999,"Sql developer","6 years",MORTGAGE,124000,AZ
10000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,60000,NY
10000,"36 months",9.9999,99.9999,"Corporate Coding Manager","3 years",MORTGAGE,95000,AZ
12000,"36 months",8.1900,99.9999,Server,"< 1 year",RENT,30000,MS
10000,"36 months",9.9999,99.9999,SLPA,"4 years",RENT,58000,TX
6000,"36 months",9.9999,99.9999,"""",n/a,RENT,40000,WA
10000,"36 months",8.1900,99.9999,"Software Controls Engineer","1 year",MORTGAGE,76000,WI
19075,"36 months",9.9999,99.9999,"Admin. Manager","10+ years",RENT,70000,MD
5000,"36 months",8.1900,99.9999,"Court Assistant","2 years",MORTGAGE,55000,NY
16000,"60 months",9.9999,99.9999,Bookkeeper,"10+ years",RENT,90000,GA
4200,"36 months",9.9999,99.9999,"Manager of Operations","6 years",MORTGAGE,72000,TX
12000,"36 months",9.9999,99.9999,"National Sales Manager","7 years",RENT,132000,CA
21000,"36 months",8.8100,99.9999,Teacher,"10+ years",RENT,90000,NY
30000,"60 months",9.9999,99.9999,"Director of Sleep Disorders","10+ years",MORTGAGE,165000,KS
35000,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,105000,KY
30000,"60 months",9.9999,99.9999,"ST VP business development off","1 year",MORTGAGE,90000,FL
18000,"36 months",8.8100,99.9999,"""","< 1 year",RENT,70000,NC
10000,"60 months",9.9999,99.9999,"""",n/a,RENT,50000,NC
7000,"36 months",8.8100,99.9999,"Stock Clerk","10+ years",RENT,30000,NJ
8000,"36 months",9.9999,99.9999,"Office administrator","1 year",RENT,41000,ND
2500,"36 months",9.9999,92.8100,"Events/ reception","3 years",RENT,35000,NY
10000,"36 months",9.9999,99.9999,RN,"1 year",MORTGAGE,92000,OR
5000,"36 months",9.9999,99.9999,"Systems Analyst","10+ years",OWN,100000,IL
25000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,127992,TX
10000,"36 months",8.8100,99.9999,"Floral designer","5 years",RENT,35000,TX
15000,"36 months",6.1100,99.9999,"Principle Solutions Architect","1 year",MORTGAGE,120000,CO
36000,"60 months",8.1900,99.9999,Analyst,"< 1 year",MORTGAGE,220000,GA
40000,"36 months",5.0000,99.9999,"Executive Director","8 years",MORTGAGE,160000,OH
14000,"36 months",8.8100,99.9999,"REGISTERED NURSE","5 years",MORTGAGE,68000,VA
12000,"60 months",8.1900,99.9999,"Human Resources Director","4 years",OWN,70000,KY
12000,"36 months",8.8100,99.9999,"Lead Budget Analyst","9 years",MORTGAGE,50000,TX
8800,"36 months",6.4600,99.9999,Dietitian,"< 1 year",RENT,68000,MO
40000,"60 months",9.9999,99.9999,"Senior BIS","10+ years",MORTGAGE,54000,NY
13075,"60 months",9.9999,99.9999,"Public Health Veterinarian","10+ years",MORTGAGE,100000,SC
8900,"36 months",9.9999,99.9999,Attorney,"1 year",MORTGAGE,125000,KS
14200,"36 months",9.9999,99.9999,GM,"8 years",RENT,95000,TX
9000,"36 months",9.9999,99.9999,"Branch manager","9 years",RENT,39000,GA
9000,"36 months",8.8100,99.9999,"Clinical office assistant","10+ years",MORTGAGE,44000,WI
19000,"60 months",9.9999,99.9999,""Technical Software Developer"," Lead"","2 years",0,de
40000,"36 months",6.4600,99.9999,"Nurse Practitioner Intensivist","1 year",MORTGAGE,140000,FL
20000,"36 months",9.9999,99.9999,Teacher,"3 years",RENT,45000,CO
11000,"36 months",6.4600,99.9999,"Admissions Manager","4 years",MORTGAGE,85400,DE
15200,"60 months",9.9999,99.9999,"Sales Manager","3 years",RENT,95000,FL
13500,"60 months",9.9999,99.9999,"Production Manager","7 years",RENT,58000,FL
25000,"60 months",8.8100,99.9999,Manager,"2 years",RENT,145000,CA
20000,"60 months",9.9999,99.9999,"Lead Operator","2 years",MORTGAGE,121000,ND
12000,"36 months",9.9999,99.9999,"nsg. supervisor","10+ years",MORTGAGE,120000,TN
4300,"36 months",9.9999,99.9999,"Software Engineer","5 years",MORTGAGE,82500,OH
26000,"60 months",9.9999,99.9999,"Software Engineer","10+ years",RENT,55000,CA
8000,"36 months",8.8100,99.9999,"New Business and Operations Ma","7 years",MORTGAGE,55000,OH
30000,"60 months",9.9999,99.9999,"Senior Program Manager","4 years",MORTGAGE,188000,MD
20000,"60 months",9.9999,99.9999,"Vice President of Operations","1 year",MORTGAGE,175000,NJ
15000,"60 months",9.9999,99.9999,""Senior Manager"," Solution Architectu","3 years",0,de
13000,"60 months",9.9999,99.9999,"Post Master","10+ years",MORTGAGE,80000,MN
30000,"36 months",9.9999,99.9999,Teacher,"10+ years",RENT,95000,CA
30000,"36 months",9.9999,99.9999,Manager,"2 years",OWN,103000,KS
35000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,180000,NC
12500,"36 months",8.8100,99.9999,"Manufacturing Quality Engineer","2 years",RENT,78000,MI
10000,"36 months",8.8100,99.9999,"Office Manager","2 years",MORTGAGE,50000,IN
2800,"36 months",9.9999,99.9999,"""",n/a,RENT,15000,PA
20000,"36 months",6.4600,99.9999,"Physical Therapist","2 years",RENT,98000,NJ
35000,"36 months",9.9999,99.9999,"Technical manager","6 years",MORTGAGE,110000,CA
30000,"60 months",8.1900,99.9999,"distribution systems operator","10+ years",MORTGAGE,200000,CT
16800,"60 months",9.9999,99.9999,"machine operator","< 1 year",RENT,50000,MA
6000,"36 months",9.9999,99.9999,Operator,"5 years",RENT,52000,TX
3000,"36 months",9.9999,99.9999,"Loan Support Analyst","8 years",RENT,50000,PA
14000,"60 months",9.9999,99.9999,"Correctional Officer","10+ years",MORTGAGE,69000,AZ
9150,"36 months",9.9999,99.9999,"Warehouse lead","10+ years",MORTGAGE,52000,AL
20000,"36 months",9.9999,99.9999,"Truck driver","4 years",RENT,120000,MI
25000,"36 months",8.8100,99.9999,"""",n/a,MORTGAGE,80000,NY
18000,"36 months",9.9999,99.9999,"Pharmacy manager (pharmacist )","8 years",MORTGAGE,145000,IN
3900,"36 months",9.9999,99.9999,"Student Assistant","5 years",OWN,11725,MI
5000,"36 months",8.1900,99.9999,"Operations Manager","10+ years",MORTGAGE,130000,NJ
20000,"36 months",9.9999,99.9999,"Chief Technology Officer","10+ years",MORTGAGE,144020,VA
14000,"60 months",9.9999,99.9999,"Dining and catering Manager","5 years",RENT,50000,NY
14000,"60 months",9.9999,99.9999,"""",n/a,RENT,28400,ID
32050,"36 months",9.9999,99.9999,"Project Manager","2 years",MORTGAGE,41600,VA
2400,"36 months",9.9999,78.9300,Realtor,"6 years",OWN,43000,MS
9600,"36 months",9.9999,99.9999,"Pharmacy Assistant","5 years",RENT,60000,CA
16000,"60 months",9.9999,99.9999,"Assistant Manager","10+ years",MORTGAGE,50000,IN
10000,"36 months",6.4600,99.9999,"lead supervisor","5 years",OWN,60000,PA
25250,"36 months",9.9999,99.9999,"Store Manager","5 years",RENT,30360,PA
14500,"60 months",9.9999,99.9999,"Mental Health Counselor","5 years",RENT,35000,NY
16000,"36 months",6.4600,99.9999,"Registered nurse","9 years",MORTGAGE,70000,MN
7500,"36 months",5.0000,99.9999,"Office Manager","10+ years",MORTGAGE,60000,FL
17600,"60 months",9.9999,99.9999,"Member Service Officer","3 years",RENT,45000,CA
17000,"36 months",9.9999,99.9999,"Registered Nurse","10+ years",MORTGAGE,65000,FL
10000,"36 months",9.9999,99.9999,Teacher,"10+ years",RENT,51000,KY
20000,"36 months",6.4600,99.9999,"Office Manager","3 years",MORTGAGE,100000,AZ
8000,"36 months",8.1900,99.9999,Maintenance,"2 years",MORTGAGE,60000,IL
15000,"36 months",9.9999,99.9999,"Network Consultant Claims Educ","1 year",MORTGAGE,65000,LA
9600,"36 months",9.9999,99.9999,"Locomotive Engineer","8 years",RENT,102000,ND
4000,"36 months",6.4600,99.9999,Mechanic,"10+ years",MORTGAGE,62000,PA
6400,"36 months",6.4600,99.9999,"Domain Architect","7 years",OWN,80000,CA
20000,"60 months",9.9999,99.9999,"""",n/a,OWN,60000,OH
24000,"60 months",9.9999,99.9999,"""",n/a,RENT,28000,NJ
27000,"36 months",8.1900,99.9999,Professor,"3 years",MORTGAGE,180000,TX
1750,"36 months",9.9999,57.5600,"Vet tech","1 year",RENT,26000,VA
20000,"60 months",8.1900,99.9999,"Physician Assistant","10+ years",MORTGAGE,115800,MN
25000,"60 months",9.9999,99.9999,"Freight Operations Manager","7 years",RENT,82000,MN
20000,"60 months",9.9999,99.9999,"Program Manager","< 1 year",RENT,180000,VA
28000,"60 months",8.1900,99.9999,"E-commerce Strategic Sales Man","< 1 year",MORTGAGE,190000,NC
15000,"36 months",8.8100,99.9999,"""","< 1 year",MORTGAGE,94000,MI
22400,"60 months",9.9999,99.9999,"Sr. Quality manager","10+ years",MORTGAGE,175000,IL
10000,"36 months",9.9999,99.9999,"registered nurse","10+ years",MORTGAGE,100000,NC
10000,"36 months",7.5600,99.9999,"Admin Asst. to director of sal","5 years",RENT,65000,NY
1000,"36 months",9.9999,38.9200,superviser,"5 years",RENT,24996,NV
10000,"36 months",6.4600,99.9999,"Sales and Service rep","10+ years",MORTGAGE,45000,WV
10000,"36 months",9.9999,99.9999,"Nursing Assistant","1 year",RENT,40000,CA
16000,"60 months",9.9999,99.9999,"""","< 1 year",OWN,120000,CA
5000,"36 months",9.9999,99.9999,"Optimization Program Manager","6 years",OWN,96000,CA
